ComCt;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
2,TnPH,central,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.7394"
2,TnPH,down,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.39014"
2,TnPH,up,0,-2.4,2.4,200.0,600.0,0.0,1.0,"1.0887"
2,TnPH,down_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.55263"
2,TnPH,up_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.92616"
2,TnPH,down_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.8464"
2,TnPH,up_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.94023"
2,TnPH,down_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.82277"
2,TnPH,up_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.81734"
2,TnPH,down_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.80312"
2,TnPH,up_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.78244"
2,TnPH,down_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.79237"
2,TnPH,up_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.77417"
2,TnPH,down_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.80443"
2,TnPH,up_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.75478"
2,TnPH,down_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.73646"
2,TnPH,up_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.73646"
2,TnPH,down_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.7861"
2,TnPH,up_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.78356"
2,TnPH,down_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.76562"
2,TnPH,up_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.7963"
2,TnPH,down_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.91008"
2,TnPH,up_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.75343"
2,TnPH,down_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.95593"
2,TnPH,up_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.77619"
2,TnPH,down_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.68367"
2,TnPH,up_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.6603"
2,TnPL,central,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.75439"
2,TnPL,down,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.55771"
2,TnPL,up,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.95106"
2,TnPL,down_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.65415"
2,TnPL,up_statistic,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.85462"
2,TnPL,down_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.77541"
2,TnPL,up_JES,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.77871"
2,TnPL,down_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.72918"
2,TnPL,up_JER,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.79819"
2,TnPL,down_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.75519"
2,TnPL,up_FSR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.75905"
2,TnPL,down_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.74185"
2,TnPL,up_ISR,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.78309"
2,TnPL,down_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.76893"
2,TnPL,up_PU,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.7452"
2,TnPL,down_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.76799"
2,TnPL,up_BKG,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.76799"
2,TnPL,down_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.75741"
2,TnPL,up_BDecay,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.75937"
2,TnPL,down_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.76743"
2,TnPL,up_BFrag,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.74795"
2,TnPL,down_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.88361"
2,TnPL,up_MTOP,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.69237"
2,TnPL,down_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.89241"
2,TnPL,up_HD,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.73553"
2,TnPL,down_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.80352"
2,TnPL,up_TUNE,0,-2.4,2.4,200.0,600.0,0.0,1.0,"0.85132"
